,AtBat,Hits,HmRun,Runs,RBI,Walks,Years,CAtBat,CHits,CHmRun,CRuns,CRBI,CWalks,PutOuts,Assists,Errors,Salary,Division_W
0,-0.5232312962461921,-0.7163121491606511,-1.0971064026371522,-0.765208816174912,-0.6694310781968409,-1.1166585318133488,-1.3377519309776662,-1.0392967754815379,-1.0211063987597087,-0.8720872857935562,-1.02127234060972,-0.9467370138810709,-0.9820366879433976,1.0445807581191384,-0.5241361126383731,1.8903993761542177,535.9258821292775,-1.0298558465898586
1,-0.3765641336708773,-0.3848772930808751,-0.35974884365543836,-1.0035119927638663,-0.3011590320060661,0.10297229091551677,1.58770441633496,0.5620431171600061,0.3672796958671278,0.24740186048738744,0.0340440844871866,0.5325935835247648,0.7365728166518676,2.004285312572139,-0.45257746914229896,0.3272365157577401,475.0,0.9676497887421489
2,0.7167728964360146,0.6978099034463935,0.9920733478110371,0.6646102433588139,1.0900909202701947,1.908025908554238,-0.8876817236988006,-0.3639534937623063,-0.3151779683317593,0.14862340640377475,-0.3177280572117822,-0.03608415262085512,0.20337540802397366,3.28389138517614,-0.17349875950760962,0.9525016599163311,480.0,0.9676497887421489
3,0.830106612971485,0.9408621312382293,1.2378592008049416,0.6248930472606549,1.3356056177307112,0.005401825097207515,0.9125991054166617,1.6676577008310849,1.7033079273675946,2.8156416666613167,1.8726881653261267,2.1617784492392436,0.6365983025341374,-0.22470591067354,-0.6815651283297364,-0.7669774865197942,500.0,-1.0298558465898586
4,-0.33656399842306417,-0.25230335064896464,0.008929935835418571,-0.4077540512914805,-0.13748256703238834,-0.33609480526687485,-1.1127168273382335,-0.9870350489472924,-0.9579158742968487,-0.690993453306933,-0.9559950359645504,-0.8814159225670469,-0.8915835561225942,2.896913742251543,-0.4740450621911212,-0.6106612004801465,91.5,-1.0298558465898586
5,1.4834421553524326,1.5595405292538111,-0.7284276231462953,0.9823478121440863,0.23078947915838655,-0.09216864072110173,0.9125991054166617,1.0486353088720597,0.9053018755794779,-0.5757519235427182,0.6868171309388813,0.23288504690747866,-0.1251122812199967,0.19838964559068611,2.252339255009305,2.6719808063524564,750.0,0.9676497887421489
6,-1.2432337307068282,-1.3570862042482181,-1.0971064026371522,-1.0432291888620253,-1.528732519308649,-0.7751619014492664,-1.1127168273382335,-1.079381012337901,-1.0644370441056696,-0.8720872857935562,-1.02127234060972,-1.0235853566034518,-0.9344297764587642,-0.8645089469755405,0.14851513622472418,-0.14171234236120317,70.0,-1.0298558465898586
7,-0.4898978502063478,-0.5616425496567556,-1.2199993291341045,-1.0035119927638663,-0.8740266594139381,-1.4581551621774311,-0.8876817236988006,-0.9296993683805957,-0.9452777694042768,-0.8885503614741583,-0.9813806544376719,-0.9159976767921184,-0.9915580702403243,-0.6323223612207822,1.2648299747634812,0.17092022971809234,100.0,0.9676497887421489
8,-0.3232306200071265,-0.3848772930808751,-0.4826417701523907,-0.9240776005675482,-0.5466737294665827,-1.4093699292682766,-1.1127168273382335,-1.014941796125773,-0.9849975276380744,-0.7897719073905456,-1.0140193067602565,-0.9275249282004756,-1.0106008348341777,-0.5188089192962337,1.3149210252107333,1.7340830901145698,75.0,0.9676497887421489
9,0.19677113821444403,-0.1418250652890393,0.8691804213140848,-0.01058209030989,0.844576222809678,1.371388346553537,1.3626693126955272,1.4535368406616516,1.2645851432397386,3.276607785718176,1.7131214206379346,2.3615841403174342,3.0740721705473666,-1.2566462918057988,-0.7602796361754179,-1.2359263446387374,1100.0,-1.0298558465898586
